,招标文件名称,省市区,网址,类型,银行全称,行别,投标时间,报名时间,截止时间
0,【聊城市】聊城市科技馆劳务外包服务项目中标公告,聊城市,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201303380,中标,,,,,
1,【烟台市】烟台市莱山区大数据局IT网络运维外包服务中标公告,烟台市,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201303296,中标,,,,,
2,【潍坊市】山东省潍坊市青州市人力资源管理服务中心青州四型就业社区设备采购、安装采购项目中标公告,山东省,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201303242,中标,,,,,
3,【潍坊市】社会保险费征缴数据清洗信息系统项目中标公告,潍坊市,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201303223,中标,,,,,
4,【山东省本级】山东省泰安市人力资源和社会保障局山东省机关事业单位人事综合管理信息系统维保服务项目（自行采购）单一来源成交公告,山东省,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201303090,中标,,,,,
5,【日照市】乡村医生意外伤害保险中标公告,日照市,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201303076,中标,,,,,
6,【济南市】济南市历下区人民政府姚家街道办事处便民服务中心外包服务中标公告,市济南市,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201303022,中标,,,,,
7,【日照市】自然资源档案整理及数字化扫描项目中标公告,日照市,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201302696,中标,,,,,
8,【德州市】德州市自然资源局德州市德城行政辖区农村房地一体不动产登记项目（黄河涯镇已完成宅基地确权登记部分）中标公告,德州市,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201302136,中标,,,,,
9,【日照市】日照市技师学院智能制造实训基地机器人设备采购项目（一期）中标公告,市日照市,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201302096,中标,,,,,
10,【聊城市】聊城市公安局交通巡逻警察支队经济技术开发区大队劳务派遣服务单位选取项目中标公告,聊城市,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201301948,中标,,,,,
11,【青岛市】日庄镇本级莱西市日庄镇2019年扶贫开发项目沟西阳光玫瑰葡萄产业示范基地建设项目成交公告,莱西市,http://www.ccgp-shandong.gov.cn/sdgp2017/site/read.jsp?colcode=0304&id=201301802,中标,,,,,
