,招标文件名称,省市区,网址,类型,银行全称,行别,投标时间,报名时间,截止时间
0,2019年动物疫病检测试剂盒采购,,http://www.gc-zb.com/read-189366499,招标,,,,,
1,大连市青少年足球训练基地公寓用床采购项目公开招标公告,大连市,http://www.gc-zb.com/read-189351888,招标,,,,,
2,盘锦电信（股份）2019年电信代营业务外包采购项目单一来源采购公示,盘锦,http://www.gc-zb.com/read-189350244,招标,,,,,
3,抚顺县招商分局及企业“加速孵化”基地工程项目竞争性磋商,抚顺县,http://www.gc-zb.com/read-189350195,招标,,,,,
4,葫芦岛杨家杖子经济开发区中心敬老院生物质颗粒燃料采购项目,葫芦岛,http://www.gc-zb.com/read-189332521,招标,,,,,
5,辽宁省烟草公司丹东市公司2019年度车辆保险、财产保险及烟叶灾害保险项目招标公告[变更],辽宁省,http://www.gc-zb.com/read-189317122,招标,,,,,
6,红塔辽宁烟草有限责任公司沈阳卷烟厂计算机及网络服务外包项目招标公告,沈阳,http://www.gc-zb.com/read-189316636,招标,,,,,
7,大连市青少年足球训练基地公寓用床采购项目招标公告,大连市,http://www.gc-zb.com/read-189315962,招标,,,,,
8,中车大连机车车辆有限公司旅顺基地厂房值班守卫项目招标公告,大连,http://www.gc-zb.com/read-189238942,招标,,,,,
9,【葫芦岛市电信公司2020-2021年末稍维护业务外包（宏旗维护）项目】单一来源采购结果公示,葫芦岛市,http://www.gc-zb.com/read-189234705,招标,,,,,
10,【葫芦岛市电信公司2020-2021年末稍维护业务外包（宏旗装机）项目】单一来源采购结果公示,葫芦岛市,http://www.gc-zb.com/read-189234686,招标,,,,,
11,【葫芦岛市电信公司2020-2021年末稍维护业务外包（南票维护）项目】单一来源采购结果公示,葫芦岛市,http://www.gc-zb.com/read-189234661,招标,,,,,
12,【葫芦岛市电信公司2020-2021年末稍维护业务外包（南票装机）项目】单一来源采购结果公示,葫芦岛市,http://www.gc-zb.com/read-189234614,招标,,,,,
13,葫芦岛杨家杖子经济开发区中心敬老院生物质颗粒燃料采购项目采购公告,葫芦岛,http://www.gc-zb.com/read-189216134,招标,,,,,
14,宽甸满族自治县库区移民开发服务中心的灌水集镇区自来水改造工程的采购公告,族自治县,http://www.gc-zb.com/read-189216104,招标,,,,,
15,宽甸满族自治县库区移民开发服务中心的硼海镇夹皮沟村2组自来水工程的采购公告,族自治县,http://www.gc-zb.com/read-189216085,招标,,,,,
16,宽甸满族自治县库区移民开发服务中心的宽甸镇西门外村自来水工程的采购公告,族自治县,http://www.gc-zb.com/read-189216066,招标,,,,,
17,辽宁省烟草公司丹东市公司2019年度车辆保险、财产保险及烟叶灾害保险项目更正公告,辽宁省,http://www.gc-zb.com/read-189206770,招标,,,,,
18,[辽宁省·葫芦岛市·市辖区][交易公告]葫芦岛杨家杖子经济开发区中心敬老院生物质颗粒燃料采购项目[尚未报名],辽宁省,http://www.gc-zb.com/read-189204933,招标,,,,,
19,中国邮政集团公司葫芦岛市分公司邮区内市趟、支线运输外包项目（三次）单一来源采前公示,葫芦岛市,http://www.gc-zb.com/read-189203875,招标,,,,,
20,中国邮政集团公司辽宁省沈阳邮区中心局航空进港邮件及南航出港邮件业务外包采购项目单一来源采前公示,辽宁省,http://www.gc-zb.com/read-189198651,招标,,,,,
21,2019年中国邮政集团公司葫芦岛市分公司邮件装卸、分拣等环节外包服务项目招标公告,葫芦岛市,http://www.gc-zb.com/read-188813061,招标,,,,,
